Gene ID	Gene Name	Design Element	D20_C	pU62_B	pU62_C	D20_A	D20_B	pU62_A
ENSG00000158526	TSR2	213079_at	7.5954466	7.591347	7.5727534	7.518546	7.9212875	7.3723116
ENSG00000158528	PPP1R9A	221088_s_at	5.7529144	5.1628475	5.0418634	5.100173	4.9870687	4.9723725
ENSG00000158528	PPP1R9A	228494_at	7.630042	7.730717	8.151835	6.89064	6.804685	8.09223
ENSG00000158528	PPP1R9A	231966_at	3.7916865	4.374327	4.179152	4.024968	3.7165465	4.285088
ENSG00000158528	PPP1R9A	233985_x_at	6.096909	5.9518423	5.7999077	6.023365	5.970169	5.8208375
ENSG00000158545	ZC3H18	226108_at	7.646051	7.9936857	7.7647133	7.627538	7.9959083	7.7097483
ENSG00000158545	ZC3H18	238416_x_at	4.9229774	4.897648	4.961434	4.842171	4.7806797	4.3902726
ENSG00000158552	ZFAND2B	226168_at	7.7989964	8.3124485	8.147703	7.9404306	7.9974027	8.110163
ENSG00000158553	POM121L2	216582_at	4.1177244	4.608506	4.244506	4.1255174	4.354097	4.287853
ENSG00000158555	GDPD5	213343_s_at	6.574635	6.2826157	6.1619096	6.6943727	6.390067	6.2612786
ENSG00000158555	GDPD5	32502_at	6.65055	6.4258013	6.4936085	7.003784	6.653767	6.0502267
ENSG00000158560	DYNC1I1	1569843_at	3.2045465	3.2839596	3.1210587	3.2345922	3.1828098	3.0974112
ENSG00000158560	DYNC1I1	205348_s_at	3.9021528	4.0912213	3.9504204	3.9504204	3.7563462	4.2298017
ENSG00000158571	PFKFB1	207537_at	4.361008	4.293125	4.486487	3.9874241	4.4556565	4.306507
ENSG00000158578	ALAS2	211560_s_at	4.055489	4.3292046	3.9953146	3.851458	4.2801623	4.2567434
ENSG00000158604	TMED4	1558487_a_at	7.882926	8.042549	8.108468	7.9260173	7.7564235	7.937951
ENSG00000158604	TMED4	224676_at	10.655947	10.09832	9.732946	10.824089	10.670885	9.6648
ENSG00000158604	TMED4	224680_at	8.261935	8.327008	8.339792	8.328837	8.22639	8.596595
ENSG00000158604	TMED4	243360_at	5.0489135	5.2116175	4.969768	4.9392786	5.0148106	5.0203185
ENSG00000158615	PPP1R15B	224692_at	9.303959	9.512785	9.607675	9.408643	9.067081	9.789009
ENSG00000158623	COPG2	223457_at	5.6005983	6.393027	6.4607124	5.5580254	5.5641174	6.5317125
ENSG00000158623	COPG2	233569_at	3.5067801	3.4713416	3.5683012	3.5631685	3.4947371	3.5292068
ENSG00000158636	C11orf30	1569349_at	3.1475072	3.0286832	3.235312	2.9503336	3.113153	3.3875334
ENSG00000158636	C11orf30	219012_s_at	5.461141	5.111476	5.1957045	5.709338	5.531273	5.172264
ENSG00000158636	C11orf30	222806_s_at	7.151527	6.1208825	6.0689487	7.218753	6.917921	5.735539
ENSG00000158636	C11orf30	222807_at	7.856546	7.0626006	7.2066298	7.522609	7.6787095	7.1468415
ENSG00000158636	C11orf30	234669_x_at	6.3570447	6.4930787	6.266109	6.255976	6.3527074	6.2347603
ENSG00000158636	C11orf30	242847_at	5.0258017	4.5839176	5.058688	4.9438505	5.3841944	4.828403
ENSG00000158639	PAGE5	236152_at	4.7036214	4.906735	4.922799	4.785707	5.2320356	4.5694723
ENSG00000158669	AGPAT6	224776_at	9.526484	9.224862	9.321283	9.538965	9.666752	9.178776
ENSG00000158669	AGPAT6	229577_at	6.471865	6.4265366	6.5120473	6.620872	6.8285947	6.4258175
ENSG00000158683	PKD1L1	1553004_at	4.003745	4.087639	3.9165552	3.883014	4.3121614	3.9061654
ENSG00000158691	ZSCAN12	206507_at	6.420839	6.701051	6.826881	6.40069	6.291475	6.800163
ENSG00000158691	ZSCAN12	217098_s_at	3.4979677	3.3562622	3.4091265	3.286795	3.2337947	3.540828
ENSG00000158710	TAGLN2	210978_s_at	10.130028	9.209698	8.847041	10.208363	10.45784	8.837599
ENSG00000158711	ELK4	205994_at	3.7218683	3.862263	3.568338	4.1659136	4.101202	3.7674189
ENSG00000158711	ELK4	206919_at	4.083287	4.8109803	5.0402927	4.0533147	3.935441	5.2319694
ENSG00000158711	ELK4	214831_at	6.324585	5.5111814	5.6132045	6.2959614	6.086485	5.6857944
ENSG00000158711	ELK4	225159_s_at	9.23855	7.896736	7.890352	8.903458	8.869063	7.9073596
ENSG00000158711	ELK4	230549_at	4.6475453	4.6335244	4.554854	4.701517	4.7112722	4.758559
ENSG00000158711	ELK4	238761_at	6.2788587	6.5264754	6.5954404	6.934022	6.3636823	6.435632
ENSG00000158714	SLAMF8	219385_at	4.1539416	4.0449476	4.070857	3.8408875	4.0949826	4.109661
ENSG00000158714	SLAMF8	219386_s_at	3.2557664	3.7691295	3.3033955	3.1541293	3.4849143	3.5621226
ENSG00000158715	SLC45A3	228696_at	7.3405447	6.7559295	6.6794233	7.3481455	7.752559	7.177264
ENSG00000158715	SLC45A3	238499_at	4.536489	4.587727	4.4653835	4.8837023	4.9568253	4.2551117
ENSG00000158716	DUSP23	223402_at	7.518461	6.999956	6.9430633	7.7360563	8.068288	6.826221
ENSG00000158717	RNF166	227726_at	5.7433214	6.8233	7.0505466	6.1403027	5.59021	6.875428
ENSG00000158748	HTR6	1552857_a_at	4.119235	4.3236685	4.4490623	4.0156074	4.3828135	4.3445315
ENSG00000158769	F11R	222354_at	6.826814	6.9192295	6.8059983	6.8443775	7.081945	6.8629265
ENSG00000158773	USF1	231768_at	4.771252	4.8385754	4.8532186	4.6167145	5.2112927	4.9479804
ENSG00000158786	PLA2G2F	221416_at	3.9592655	3.6765919	4.092334	3.8716464	3.9415097	3.8669274
ENSG00000158792	SPATA2L	214965_at	8.133971	8.647768	8.593436	8.650829	8.530386	8.630855
ENSG00000158793	NIT1	202891_at	8.007579	8.931546	8.863897	8.220013	8.17386	8.850491
ENSG00000158793	NIT1	241395_at	4.4507933	4.6832056	5.3558135	4.325656	4.7655563	5.0727177
ENSG00000158796	DEDD	202480_s_at	6.931578	7.278925	7.085759	6.805835	6.950855	7.04866
ENSG00000158796	DEDD	211255_x_at	6.1101255	6.531732	6.3417473	6.1354246	6.252474	6.210804
ENSG00000158796	DEDD	215158_s_at	8.957338	9.639375	9.522427	9.088112	9.054137	9.40236
ENSG00000158805	ZNF276	213778_x_at	5.887972	6.363487	6.1868277	6.0376763	6.040083	6.198392
ENSG00000158805	ZNF276	231922_at	5.0711994	5.3675175	5.1450143	4.8474145	5.0031767	5.2283835
ENSG00000158806	NPM2	230977_at	7.001921	6.650782	6.4475875	6.978289	7.2146697	6.6023145
ENSG00000158813	EDA	206217_at	5.801605	5.829921	5.6364684	5.5087	5.934673	5.6940722
ENSG00000158813	EDA	211127_x_at	3.294269	3.1609206	3.1001608	3.2390528	3.310996	3.187067
ENSG00000158813	EDA	211128_at	3.8387063	3.8762903	3.6962717	3.4392793	3.8569736	3.5711226
ENSG00000158813	EDA	211129_x_at	3.9240685	3.8901372	3.7601304	3.6987176	3.485792	4.054804
ENSG00000158813	EDA	211130_x_at	4.14368	3.9984858	3.8144555	3.7982361	4.123898	4.1022596
ENSG00000158813	EDA	211131_s_at	3.3308678	3.0108576	3.2484887	3.1132686	3.136319	3.043895
ENSG00000158815	FGF17	221376_at	5.619673	5.8042016	5.5484147	5.442642	5.771343	5.669394
ENSG00000158816	VWA5B1	1552853_at	4.0818	4.673885	4.0930886	3.9123843	4.092443	4.4878783
ENSG00000158816	VWA5B1	1552854_a_at	4.2186427	3.9545844	4.318003	4.2028365	4.0559797	3.961543
ENSG00000158825	CDA	205627_at	4.3112597	4.737661	4.393508	4.785707	4.676484	4.5393314
ENSG00000158828	PINK1	209018_s_at	7.293527	7.263179	7.1516323	7.5949025	7.494147	7.1664057
ENSG00000158828	PINK1	209019_s_at	8.213894	7.6946154	7.6555715	8.133323	8.445276	7.708706
ENSG00000158850	B4GALT3	210243_s_at	8.405975	8.815148	8.685616	8.496281	8.579776	8.703328
ENSG00000158856	DMTN	204505_s_at	7.770312	7.091417	6.9681334	7.8622947	8.19078	7.2990193
ENSG00000158859	ADAMTS4	1555380_at	4.335892	4.670446	4.6317863	4.3872876	4.5206766	4.6565423
ENSG00000158863	FAM160B2	218337_at	7.8500137	7.2422433	7.3139825	7.8810816	7.9945893	7.2175403
ENSG00000158863	FAM160B2	222929_at	4.4693613	4.625982	4.440897	4.70245	4.529241	4.3858047
ENSG00000158864	NDUFS2	201966_at	11.155615	11.382633	11.359067	11.16896	11.212226	11.36941
ENSG00000158865	SLC5A11	237254_at	5.464024	5.1417894	5.1040297	5.2719955	5.945317	5.1866436
ENSG00000158869	FCER1G	1554899_s_at	3.6816635	4.0007358	4.067936	3.7949264	3.8284976	3.924465
ENSG00000158869	FCER1G	204232_at	4.4403386	6.1604443	5.8481765	4.6886406	4.857618	5.865297
ENSG00000158874	APOA2	219465_at	13.533985	14.087188	14.099606	13.440293	13.525142	14.105097
ENSG00000158874	APOA2	219466_s_at	13.32679	13.808952	13.718702	13.268989	13.21119	13.772251
ENSG00000158882	TOMM40L	226059_at	7.7554507	8.633087	8.580931	8.172845	7.9122944	8.533553
ENSG00000158887	MPZ	210280_at	4.293932	4.5597715	4.3339744	4.148738	4.513456	4.524872
ENSG00000158901	WFDC8	1554157_a_at	3.6728137	3.9492629	4.023374	4.285785	4.0691414	4.149943
ENSG00000158941	CCAR2	225187_at	6.503958	6.830397	6.8147817	6.8974514	6.8604302	6.617117
ENSG00000158955	WNT9B	1552973_at	4.6756625	4.429553	4.418095	4.2409434	4.6224194	4.758911
ENSG00000158966	CACHD1	225627_s_at	6.7080417	6.5514307	6.66881	6.527395	6.662331	6.5545187
ENSG00000158985	CDC42SE2	1552612_at	6.5285606	6.9999113	7.0452466	6.0830956	6.151784	6.8655953
ENSG00000158985	CDC42SE2	1552613_s_at	6.58139	7.2636566	7.5241737	6.557068	6.5232825	7.2612615
ENSG00000158985	CDC42SE2	224709_s_at	10.097524	10.323317	10.399702	9.944391	9.973978	10.479118
ENSG00000158987	RAPGEF6	230078_at	8.857709	8.221173	8.430749	8.717667	8.426294	8.447324
ENSG00000158987	RAPGEF6	239438_at	3.8878322	3.9662285	3.8237147	3.6939702	3.829012	4.228017
ENSG00000159023	EPB41	1554481_a_at	4.4729877	4.7078485	4.3414426	4.45463	4.2588677	4.4122615
ENSG00000159023	EPB41	207793_s_at	3.2208807	3.2567523	3.1733248	3.2207692	3.2085297	3.2162666
ENSG00000159023	EPB41	214530_x_at	4.485337	4.482677	4.2777977	4.137992	4.4674053	4.3804955
ENSG00000159023	EPB41	225051_at	9.084654	9.425433	9.55659	9.188831	8.91764	9.507355
ENSG00000159055	MIS18A	219004_s_at	7.519549	8.15268	8.238085	7.8626432	7.5332885	8.139002
ENSG00000159055	MIS18A	228597_at	7.5564656	7.428716	7.5262647	7.8386455	6.996043	7.538127
ENSG00000159063	ALG8	203545_at	9.112893	9.482404	9.513225	9.178273	9.195755	9.521975
ENSG00000159069	FBXW5	223050_s_at	7.94398	8.516914	8.414595	8.194258	8.221975	8.358231
ENSG00000159079	C21orf59	238676_at	4.8002524	4.7581744	4.7210217	4.577287	5.007752	4.4442396
ENSG00000159079	C21orf59	244369_at	3.348142	3.2503216	3.1211169	3.1211169	3.252902	3.2332041
ENSG00000159082	SYNJ1	207594_s_at	5.514611	4.362546	4.1102557	4.861032	4.5373006	4.043007
ENSG00000159082	SYNJ1	212990_at	7.3804426	6.555492	6.785726	7.2673755	7.067784	6.5794344
ENSG00000159086	PAXBP1	1555125_at	7.1589313	6.618959	6.625583	6.9415107	6.939298	6.343544
ENSG00000159086	PAXBP1	218515_at	10.266848	9.6706295	9.820569	10.202908	9.931252	9.746494
ENSG00000159086	PAXBP1	221158_at	7.5303955	7.328627	7.3944173	7.7784095	7.162248	7.687426
ENSG00000159110	IFNAR2	204785_x_at	8.648368	8.393917	8.434954	8.679168	8.731584	8.566431
ENSG00000159110	IFNAR2	204786_s_at	7.5176277	6.8856316	6.768577	8.01151	7.582005	6.6572933
ENSG00000159110	IFNAR2	227125_at	8.125868	6.5961976	6.8733788	7.8765054	7.832201	6.783956
ENSG00000159111	MRPL10	224671_at	9.916905	9.918663	9.864251	10.088483	10.068436	9.700481
ENSG00000159128	IFNGR2	201642_at	9.560294	9.097962	9.024867	9.404595	9.494961	8.980593
ENSG00000159131	GART	210005_at	5.761106	6.4446445	6.649715	5.9383993	5.598055	6.7673254
ENSG00000159131	GART	212378_at	10.003396	9.605928	9.843071	10.036796	10.058843	9.741551
ENSG00000159131	GART	212379_at	10.058124	9.679745	9.711701	10.024039	10.024368	9.608598
ENSG00000159131	GART	217445_s_at	8.289504	7.695138	7.9444737	8.454117	8.091977	7.7416945
ENSG00000159131	GART	230097_at	8.906123	8.195961	8.259289	8.702035	8.389688	8.411734
ENSG00000159131	GART	244822_at	4.9639163	4.0446935	3.8415608	4.9017344	4.269246	3.595158
ENSG00000159140	SON	201085_s_at	8.173371	7.716594	7.5701365	8.187273	7.8088374	7.6381855
ENSG00000159140	SON	201086_x_at	10.515777	10.558815	10.600107	10.404431	10.206296	10.672011
ENSG00000159140	SON	213538_at	7.589498	7.9487796	7.956743	7.3181825	7.323891	8.129611
ENSG00000159140	SON	214988_s_at	10.691962	10.443917	10.624104	10.654204	10.428414	10.611659
ENSG00000159140	SON	226465_s_at	10.499361	10.516948	10.413809	10.019681	10.218431	10.596361
ENSG00000159147	DONSON	221677_s_at	9.66456	8.624337	8.707639	9.747336	9.70147	8.565493
ENSG00000159164	SV2A	203069_at	7.3394146	6.238333	6.047902	7.7731237	7.464008	6.161093
ENSG00000159166	LAD1	203287_at	8.519279	8.4902725	8.215443	8.837601	8.938577	8.151149
ENSG00000159166	LAD1	216641_s_at	8.459195	8.528459	8.174523	8.389772	8.762997	8.1265955
ENSG00000159167	STC1	204595_s_at	4.0681486	4.0797	4.0836535	4.1561913	4.202369	4.492013
ENSG00000159167	STC1	204596_s_at	4.1422644	3.9020033	4.142391	3.9280796	3.9471884	3.8634999
ENSG00000159167	STC1	204597_x_at	3.2641153	3.3788283	3.5286455	3.0658233	3.437013	3.2641153
ENSG00000159173	TNNI1	205177_at	4.7986712	5.090305	5.002947	4.715888	4.9102	4.750811
ENSG00000159176	CSRP1	200621_at	8.41312	8.66208	8.536911	8.641113	8.453668	8.408065
ENSG00000159182	PRAC1	230784_at	3.1520805	3.521431	3.1538334	3.445856	3.182002	3.3300958
ENSG00000159184	HOXB13	209844_at	3.9357278	4.149777	4.1022167	4.064465	4.105756	3.8497453
ENSG00000159184	HOXB13	230105_at	4.556713	4.711835	4.429402	4.3873444	4.6398816	4.532813
ENSG00000159189	C1QC	225353_s_at	3.7366068	4.1120152	3.7630484	3.6569278	3.439146	3.9017963
ENSG00000159197	KCNE2	221095_s_at	4.732675	4.1342077	4.258114	4.1947217	4.58003	4.2519703
ENSG00000159199	ATP5G1	208972_s_at	8.469303	9.169734	9.144283	8.308294	8.452617	9.104282
ENSG00000159200	RCAN1	208370_s_at	9.460628	8.20501	8.286677	9.6434555	9.479668	8.345008
ENSG00000159200	RCAN1	215253_s_at	7.5886865	6.0873947	6.079924	7.327263	7.5194163	6.11961
ENSG00000159200	RCAN1	215254_at	4.074921	3.8587193	4.0426993	4.0802674	4.3194466	3.8946924
ENSG00000159202	UBE2Z	217750_s_at	9.553139	9.600058	9.687614	9.627872	9.768053	9.50894
ENSG00000159202	UBE2Z	222395_s_at	8.284267	8.54169	8.492191	8.398646	8.232395	8.1214075
ENSG00000159202	UBE2Z	236107_at	5.3134327	5.9593697	5.6547456	5.674058	5.3516955	5.4374647
ENSG00000159208	CIART	227285_at	4.4253063	4.02646	4.041822	4.419749	4.492038	4.476104
ENSG00000159210	SNF8	218391_at	9.276391	9.894356	9.835076	9.555152	9.70558	9.84408
ENSG00000159212	CLIC6	227742_at	7.8725657	3.9447181	3.5983195	7.8442583	8.03571	3.4417405
ENSG00000159212	CLIC6	242913_at	5.474815	4.353251	4.1497655	5.926387	6.2293625	4.4217815
ENSG00000159214	CCDC24	228994_at	6.9774604	5.9843283	6.0664654	6.837058	6.887575	5.7051783
ENSG00000159216	RUNX1	1563591_at	3.2139962	3.2466176	3.2931612	3.2621937	3.3212848	3.3278537
ENSG00000159216	RUNX1	1570350_at	3.7122378	3.740559	3.8284416	3.772259	4.138738	3.8044586
ENSG00000159216	RUNX1	208129_x_at	4.6963487	4.6384826	4.366693	4.901581	4.7676835	4.1738644
ENSG00000159216	RUNX1	209359_x_at	4.7542806	4.7679768	4.7383204	4.7433724	5.1281095	4.8666186
ENSG00000159216	RUNX1	209360_s_at	6.1652994	4.9449654	4.655792	6.1758323	6.424646	4.71451
ENSG00000159216	RUNX1	210365_at	3.4419434	3.2431328	3.2162666	3.451293	3.6010215	3.0691338
ENSG00000159216	RUNX1	210805_x_at	4.523468	3.9223492	4.156323	4.098437	4.5846686	4.252058
ENSG00000159216	RUNX1	211180_x_at	5.471944	5.5092564	5.2626734	5.2438855	5.5798945	5.4260178
ENSG00000159216	RUNX1	211181_x_at	3.8938994	4.0329995	4.007103	4.0106606	4.2373247	3.7925434
ENSG00000159216	RUNX1	211182_x_at	4.435493	4.002582	4.2508736	4.259485	4.459495	4.2603087
ENSG00000159216	RUNX1	211620_x_at	4.2375836	4.1891923	4.169014	4.2174172	4.1958485	4.2235827
ENSG00000159216	RUNX1	217263_x_at	3.641255	3.5509799	3.8907106	3.4531958	3.7458215	3.4354446
ENSG00000159216	RUNX1	237697_at	3.7648795	3.9810126	3.7024019	3.9681864	4.3574457	4.1328526
ENSG00000159217	IGF2BP1	227377_at	7.9623528	9.4986725	9.446381	7.737493	7.8271923	9.541266
ENSG00000159224	GIP	207899_at	4.1177945	4.130759	4.112287	4.2181735	4.0748277	4.1710806
ENSG00000159228	CBR1	209213_at	7.575492	7.337362	7.086522	7.482495	7.562758	7.127952
ENSG00000159231	CBR3	205379_at	5.4732614	5.012515	4.7829833	5.242385	5.6104403	4.8486648
ENSG00000159239	C2orf81	236070_at	6.353872	6.0405107	5.9415436	6.1629453	6.912052	6.281803
ENSG00000159247	TUBBP5	222361_at	4.711182	4.4341445	4.4014077	4.9346185	5.099755	4.139407
ENSG00000159248	GJD2	221407_at	5.550068	5.4964523	5.5730605	5.357203	5.481866	5.210256
ENSG00000159251	ACTC1	205132_at	4.982136	4.913751	4.928153	4.9580727	5.025556	5.017449
ENSG00000159256	MORC3	213000_at	7.3015566	6.8524494	7.086522	7.2892017	6.9528074	6.8957634
ENSG00000159259	CHAF1B	204775_at	8.625359	7.9426546	8.040815	8.653645	8.684824	7.883615
ENSG00000159261	CLDN14	210689_at	4.7946167	4.7140603	4.411267	4.7239003	4.9121857	4.8095636
ENSG00000159263	SIM2	1557900_at	3.3968632	3.3452744	3.2313042	3.4172885	3.5159974	3.2184455
ENSG00000159263	SIM2	206558_at	4.154477	3.7678359	4.054002	4.110883	4.0471234	4.0671854
ENSG00000159263	SIM2	208157_at	4.0375667	4.4313126	4.0429764	3.8617728	4.2552667	3.9291441
ENSG00000159263	SIM2	237923_at	3.1997778	3.1142242	2.9091341	3.1186054	3.0218883	3.1752877
ENSG00000159263	SIM2	241726_at	3.0379336	3.1798506	3.1975718	3.5022354	3.3875334	3.2349615
ENSG00000159267	HLCS	207833_s_at	6.011882	5.76628	5.7519712	5.893764	6.0146427	5.7874813
ENSG00000159267	HLCS	209399_at	6.694992	6.673399	6.7399583	6.697424	6.4868183	6.5344815
ENSG00000159307	SCUBE1	1552388_at	4.662823	4.6673355	5.0383224	4.6546364	4.706527	4.6577725
ENSG00000159307	SCUBE1	233988_x_at	6.568981	6.6672873	6.535735	6.39189	6.823983	6.5324225
ENSG00000159314	ARHGAP27	1554594_at	3.294433	3.11682	3.1809866	3.185125	3.3065326	3.1527715
ENSG00000159314	ARHGAP27	225618_at	7.099008	6.567392	6.502903	7.0792	7.1356244	6.3250027
ENSG00000159314	ARHGAP27	227057_at	4.8564005	4.567242	4.891297	4.911353	5.1927357	4.6679363
ENSG00000159322	ADPGK	220980_s_at	8.643236	8.882654	8.833189	8.713695	8.497954	8.830763
ENSG00000159322	ADPGK	224455_s_at	6.2761393	6.3514442	6.2494483	6.1964607	6.2732654	6.210944
ENSG00000159335	PTMS	218045_x_at	7.2207627	7.7442374	7.5128508	6.854754	7.4734063	7.419408
ENSG00000159339	PADI4	211413_s_at	4.0423493	4.054804	3.963293	4.03499	4.133439	3.963953
ENSG00000159339	PADI4	220001_at	3.7252252	3.8504834	3.7891595	3.6181662	3.8090491	3.3639402
ENSG00000159346	ADIPOR1	217748_at	8.487564	8.945775	8.689967	8.384298	8.510584	8.86626
ENSG00000159348	CYB5R1	1560043_at	3.790457	4.161665	4.2103124	3.8988605	4.2860627	4.1556673
ENSG00000159348	CYB5R1	202263_at	9.193117	9.3660555	9.543182	9.320147	9.3938465	9.575265
ENSG00000159352	PSMD4	210459_at	4.8364663	5.2002096	4.9109488	4.374729	5.1463013	5.180573
ENSG00000159352	PSMD4	211609_x_at	10.983227	11.149107	11.24796	10.966905	11.126874	11.24214
ENSG00000159363	ATP13A2	218608_at	6.492149	6.5629625	6.3326917	6.781946	6.925739	5.752341
ENSG00000159374	M1AP	1552849_at	3.0237255	3.0726635	3.0237255	2.919442	2.9317553	3.0237255
ENSG00000159374	M1AP	1555148_a_at	3.5401819	3.53252	3.335226	3.3723738	3.5676026	3.3626468
ENSG00000159377	PSMB4	202243_s_at	11.24778	11.004988	10.646997	11.202788	11.2545595	10.644798
ENSG00000159377	PSMB4	202244_at	11.286819	11.307189	11.334341	11.497752	11.336185	11.314023
ENSG00000159388	BTG2	201235_s_at	6.1756644	6.4824486	6.2397337	5.8735666	6.1504006	6.372071
ENSG00000159388	BTG2	201236_s_at	6.180574	7.253155	7.132001	6.1683946	6.341414	7.0244513
ENSG00000159398	CES5A	1553465_a_at	3.3917062	3.6175036	3.542778	3.424354	3.3708522	3.592885
ENSG00000159399	HK2	202934_at	7.319261	8.831288	8.852646	7.447731	7.304487	8.933224
ENSG00000159403	C1R	212067_s_at	7.2859774	6.2919283	6.465899	7.2501926	7.594402	6.100696
ENSG00000159409	CELF3	206817_x_at	6.680578	6.98217	6.788718	6.8228054	6.8086567	6.8172994
ENSG00000159409	CELF3	215045_at	6.607085	6.8651524	6.753858	6.773505	6.925739	6.874821
ENSG00000159423	ALDH4A1	203722_at	7.260292	9.077164	8.824874	7.6095514	7.469166	8.821645
ENSG00000159423	ALDH4A1	211552_s_at	6.791094	8.456298	8.376646	7.1947165	7.2359924	8.200872
ENSG00000159433	STARD9	227108_at	5.267583	4.8460426	4.443104	5.008436	5.042547	4.502091
ENSG00000159445	THEM4	1553118_at	7.242851	8.480921	8.220353	7.1087017	6.915107	8.208181
ENSG00000159445	THEM4	229253_at	6.3017077	7.6857486	7.875083	5.9973254	6.020486	7.8562613
ENSG00000159445	THEM4	243492_at	5.3624654	7.1936707	6.977594	5.32865	5.4510174	6.9927354
ENSG00000159450	TCHH	213780_at	3.1367803	3.2306654	3.3008096	3.1532314	3.4431453	3.2348256
ENSG00000159455	LCE2B	207710_at	3.4626734	3.3760772	3.4489396	3.5880654	3.5629964	3.3863268
ENSG00000159459	UBR1	226921_at	7.7647967	6.8856444	7.1808295	7.6255445	7.4562626	7.0586996
ENSG00000159459	UBR1	238528_at	6.0409355	4.9417057	4.836585	5.4792233	5.6687098	5.0431123
ENSG00000159461	AMFR	202203_s_at	3.6813955	4.0953693	4.0856905	3.6607022	3.623034	4.020761
ENSG00000159461	AMFR	202204_s_at	6.721254	6.89308	6.7565284	6.8702254	6.932345	6.7961907
ENSG00000159479	MED8	213126_at	7.0017705	7.1339045	7.2092814	6.959923	6.949268	7.102381
ENSG00000159479	MED8	213127_s_at	8.174975	8.361677	8.3264675	8.246041	8.271957	8.3233185
ENSG00000159479	MED8	213696_s_at	7.983121	8.303294	8.338032	7.8323145	7.8564196	8.273639
ENSG00000159495	TGM7	237288_at	3.405247	3.6928902	3.5570035	3.458838	3.5565922	3.6462662
ENSG00000159496	RGL4	235816_s_at	4.2771583	3.7524853	3.877032	4.006648	4.223487	4.185203
ENSG00000159516	SPRR2G	236119_s_at	5.1646957	5.115778	5.105404	5.1302686	5.218867	5.131826
ENSG00000159527	PGLYRP3	1553059_at	3.4729338	3.2320416	3.5848875	3.5584416	3.346712	3.510288
ENSG00000159556	ISL2	232352_at	6.6888857	6.516539	6.4225554	6.6085525	6.847268	6.438707
ENSG00000159579	RSPRY1	225770_at	9.244321	8.991095	9.060088	9.2016115	9.198198	9.149789
ENSG00000159579	RSPRY1	225773_at	8.012032	8.298347	8.321056	8.027924	7.94369	8.222987
ENSG00000159579	RSPRY1	225774_at	6.0850544	6.1234684	6.291081	6.278849	6.0245585	5.943471
ENSG00000159588	CCDC17	236320_at	5.4737644	5.0461354	5.438379	5.4958835	5.203722	5.3731666
ENSG00000159592	GPBP1L1	1569320_at	5.8999004	5.0812426	5.441338	5.5163918	4.888826	5.351564
ENSG00000159592	GPBP1L1	217877_s_at	8.630731	8.810237	8.68082	8.734743	8.724981	8.595198
ENSG00000159592	GPBP1L1	222452_s_at	9.157643	9.206798	9.247211	9.0918455	9.132889	9.094259
ENSG00000159593	NAE1	202268_s_at	11.103173	10.743476	10.841395	11.125895	11.082709	10.91841
ENSG00000159596	TMEM69	223335_at	8.74162	8.900493	8.944581	8.970632	8.597262	8.944079
ENSG00000159618	ADGRG5	229971_at	5.4341116	5.5364065	5.8336515	5.6852775	6.2282686	5.5774126
ENSG00000159625	DRC7	223905_at	4.9086394	4.7563906	5.088329	5.227377	5.0908566	4.758911
ENSG00000159640	ACE	227463_at	4.698575	4.661203	4.7546945	5.451308	5.005551	4.5702453
ENSG00000159648	TEPP	240119_at	3.857098	4.1178684	3.9503455	3.928142	4.231387	4.1656933
ENSG00000159650	UROC1	1553341_at	3.6633182	3.8742447	3.5632684	3.7337956	3.816235	3.7692845
ENSG00000159658	EFCAB14	201775_s_at	5.990713	5.598816	5.8648934	6.0159416	5.745367	5.6759653
ENSG00000159658	EFCAB14	201776_s_at	5.691467	5.9080663	5.9987464	6.1943855	5.8294554	6.144417
ENSG00000159658	EFCAB14	201777_s_at	5.2782083	5.6434317	5.5261884	5.236205	5.1389914	5.6013827
ENSG00000159658	EFCAB14	201778_s_at	8.180715	7.8084245	7.8688836	8.1509695	7.905933	7.8289413
ENSG00000159674	SPON2	1569496_s_at	5.395148	5.307516	5.201974	5.113264	5.500911	5.543047
ENSG00000159674	SPON2	218638_s_at	11.832671	10.63575	10.311567	11.998474	12.041128	10.255785
ENSG00000159685	CHCHD6	224462_s_at	8.081611	7.6881394	7.59244	8.03327	8.281267	7.632351
ENSG00000159692	CTBP1	1557714_at	5.5361233	5.056771	5.138473	5.3747535	5.6126013	5.1749263
ENSG00000159692	CTBP1	203392_s_at	8.789723	9.023473	8.786645	8.833723	8.921015	8.900978
ENSG00000159692	CTBP1	212863_x_at	10.513113	10.716457	10.713669	10.606281	10.648258	10.61968
ENSG00000159692	CTBP1	213980_s_at	10.58203	10.883712	10.879317	10.640171	10.47942	10.828849
ENSG00000159708	LRRC36	220003_at	4.725911	4.9466696	5.3148894	4.8925486	4.9466696	5.0647936
ENSG00000159714	ZDHHC1	228637_at	4.398543	4.188286	4.498309	4.713438	4.5451813	3.9863756
ENSG00000159720	ATP6V0D1	212041_at	9.249319	9.390799	9.389623	9.370072	9.423929	9.358694
ENSG00000159720	ATP6V0D1	239633_at	5.203461	5.334882	5.3735065	5.1713414	5.179327	5.323656
ENSG00000159723	AGRP	207193_at	4.361191	4.311656	4.4306135	3.942308	4.164624	4.3683653
ENSG00000159733	ZFYVE28	1569369_at	3.793044	3.5512452	3.364279	3.5838928	3.7600603	3.439929
