Gene ID	Gene Name	Design Element	D20_C	pU62_B	pU62_C	D20_A	D20_B	pU62_A
ENSG00000006007	GDE1	226214_at	9.123585	9.100493	9.051712	9.380046	9.3911295	8.987441
ENSG00000006015	C19orf60	218958_at	6.216253	6.7544556	6.4036164	6.2407436	6.634247	6.2561507
ENSG00000006015	C19orf60	51200_at	6.8915257	7.554761	7.4333925	7.1297827	7.128284	7.387373
ENSG00000006016	CRLF1	206315_at	10.246041	10.810654	10.679187	10.377636	10.477675	10.579458
ENSG00000006025	OSBPL7	208163_s_at	4.443858	4.4419293	4.4860277	4.7597203	4.4911194	4.4455714
ENSG00000006025	OSBPL7	210344_at	4.477695	4.5546765	4.50699	4.556559	4.7736497	4.4552326
ENSG00000006025	OSBPL7	227946_at	7.0900617	6.642577	6.3792944	7.0071254	7.1145835	6.200119
ENSG00000006042	TMEM98	223170_at	9.259565	9.132208	9.263666	9.621576	9.623351	9.135963
ENSG00000006047	YBX2	219704_at	5.0226574	5.6134405	5.2313256	5.096028	5.0750175	5.4934134
ENSG00000006059	KRT33A	208483_x_at	4.748624	4.5485907	4.58414	4.480081	4.8005285	4.7007875
ENSG00000006062	MAP3K14	205192_at	7.7387376	5.86413	5.700295	7.965043	7.8568463	5.8026423
ENSG00000006071	ABCC8	210246_s_at	4.178467	3.9272382	4.232331	4.0490055	4.3708835	4.2019615
ENSG00000006116	CACNG3	206384_at	5.0620365	5.301845	5.081819	5.008948	5.4180646	5.0950255
ENSG00000006118	TMEM132A	218834_s_at	7.8312755	8.423273	8.455373	8.04176	8.004214	8.330121
ENSG00000006118	TMEM132A	222758_s_at	5.753066	6.141909	5.9692984	6.09924	5.9015718	5.4206066
ENSG00000006118	TMEM132A	232419_at	5.8647885	5.8648367	5.7938366	6.0170674	6.07382	5.795195
ENSG00000006125	AP2B1	200612_s_at	8.957994	8.605151	8.413253	8.792393	9.083258	8.3788805
ENSG00000006125	AP2B1	200615_s_at	8.577268	8.489009	8.4764185	8.5618515	8.631775	8.354193
ENSG00000006128	TAC1	206552_s_at	3.1215122	3.2484887	3.0669022	3.4844806	3.172379	2.9974568
ENSG00000006194	ZNF263	203707_at	8.331824	8.671736	8.647635	8.470412	8.433619	8.561265
ENSG00000006194	ZNF263	232089_at	4.536315	4.4815407	4.48644	4.5910177	4.7264047	4.5085373
ENSG00000006210	CX3CL1	203687_at	7.3339777	7.4173813	7.1951566	7.4924784	7.3219233	7.3073525
ENSG00000006210	CX3CL1	823_at	7.845513	7.676568	7.5022116	7.9261093	7.9456882	7.265396
ENSG00000006282	SPATA20	218164_at	8.862372	8.988303	8.775831	8.99975	8.954678	8.608028
ENSG00000006283	CACNA1G	207869_s_at	2.9041824	2.9995987	3.0077307	3.1659272	3.0923655	3.0086439
ENSG00000006283	CACNA1G	210380_s_at	4.4540434	4.41573	4.6593275	4.2266674	4.4207435	4.4358006
ENSG00000006283	CACNA1G	211314_at	4.7117047	4.8785872	4.9052052	4.715563	5.077855	4.9718294
ENSG00000006283	CACNA1G	211315_s_at	4.9050517	5.1499786	5.0259953	4.8896008	5.002874	5.1122546
ENSG00000006283	CACNA1G	211802_x_at	6.219656	6.2210565	6.0940013	6.008962	6.2210565	6.2069035
ENSG00000006327	TNFRSF12A	218368_s_at	9.521121	9.457077	9.212304	9.573658	9.657585	9.140636
ENSG00000006377	DLX6	221289_at	5.0800915	4.897211	4.648246	4.774644	5.214972	4.7310333
ENSG00000006377	DLX6	239309_at	4.538683	4.574028	4.6991477	4.704883	4.6395874	4.4579916
ENSG00000006377	DLX6	242940_x_at	4.5533714	5.0016975	5.1866226	5.1289473	4.5177755	4.900204
ENSG00000006432	MAP3K9	213927_at	6.2874985	4.864047	5.4442635	5.910716	5.936543	5.030111
ENSG00000006432	MAP3K9	214969_at	5.100892	4.745674	5.137179	5.375854	5.1988235	4.925202
ENSG00000006451	RALA	214435_x_at	9.061355	9.471303	9.649529	9.063396	8.977981	9.264136
ENSG00000006451	RALA	224880_at	11.470057	11.013851	11.116655	11.5010605	11.524477	11.030136
ENSG00000006453	BAIAP2L1	222675_s_at	9.265742	8.865484	8.6576	9.166847	9.289046	8.700224
ENSG00000006453	BAIAP2L1	227371_at	9.356964	9.342208	9.298362	9.484644	9.549287	9.24565
ENSG00000006453	BAIAP2L1	227372_s_at	10.565182	10.3468485	10.435716	10.673411	10.301943	10.4721
ENSG00000006453	BAIAP2L1	229798_s_at	5.9694457	6.6036696	6.8734856	6.2345877	5.8650737	6.951566
ENSG00000006459	KDM7A	221778_at	6.3082604	6.962458	7.0922947	6.1381106	6.2245803	7.061539
ENSG00000006459	KDM7A	225142_at	4.6170573	5.9325285	5.977515	4.6845207	4.482677	5.890316
ENSG00000006468	ETV1	206501_x_at	6.048182	7.7039113	7.787096	6.5619836	6.440984	7.622077
ENSG00000006468	ETV1	217053_x_at	6.079675	7.404357	7.3421917	6.3455696	6.127589	7.164016
ENSG00000006468	ETV1	217061_s_at	5.8823686	7.449105	7.448625	6.193975	6.3516726	7.3800545
ENSG00000006468	ETV1	221910_at	3.606332	3.8770323	4.3978567	3.7085779	3.700221	4.1071043
ENSG00000006468	ETV1	221911_at	7.4750147	9.167379	9.470523	7.723909	7.017722	9.527925
ENSG00000006530	AGK	1555610_at	3.0741556	3.2778594	3.0195456	3.03666	2.9595544	2.8896468
ENSG00000006530	AGK	218568_at	6.692061	6.764097	6.791094	6.6671968	6.6004477	6.8428097
ENSG00000006530	AGK	222132_s_at	8.126306	8.357324	8.477461	8.362286	8.241608	8.372453
ENSG00000006534	ALDH3B1	1565731_at	6.0168414	5.8247666	5.949921	6.17398	5.910916	6.027462
ENSG00000006534	ALDH3B1	205640_at	6.2865148	6.4982276	6.2664948	6.1232285	6.4877563	6.3943696
ENSG00000006534	ALDH3B1	211004_s_at	6.4216924	6.515181	6.568312	6.3611217	6.477867	6.58372
ENSG00000006555	TTC22	215106_at	3.9573174	4.195255	3.91187	4.128222	4.3620443	4.137906
ENSG00000006555	TTC22	215107_s_at	3.504637	3.5916054	3.3466108	3.2658162	3.687938	3.3818736
ENSG00000006555	TTC22	220309_at	3.7079375	3.6783762	3.5557256	3.661822	3.660123	3.7407086
ENSG00000006555	TTC22	235651_at	3.7317224	3.0065684	3.1962094	3.5767446	3.7488925	3.3460698
ENSG00000006576	PHTF2	1554780_a_at	6.568509	6.102805	6.198002	6.885125	6.6257973	6.2892094
ENSG00000006576	PHTF2	1554822_at	3.9065437	3.9125276	4.123622	3.810101	3.6724384	3.9983053
ENSG00000006576	PHTF2	209780_at	9.753244	8.626982	8.846351	9.859386	9.45671	8.834525
ENSG00000006576	PHTF2	215286_s_at	6.4225307	5.14389	5.3201523	6.170729	5.6557584	4.7849917
ENSG00000006576	PHTF2	217097_s_at	6.6060185	5.4910316	5.564903	6.512152	6.5722365	5.477477
ENSG00000006606	CCL26	223710_at	3.6033685	3.8665788	3.9076214	3.7752085	3.8732245	4.0091076
ENSG00000006607	FARP2	1554337_at	4.0058007	3.9137738	3.649422	3.7074194	4.041501	3.7138927
ENSG00000006607	FARP2	204511_at	5.1994877	4.7979727	4.7110467	5.2378745	5.337491	4.6918073
ENSG00000006607	FARP2	225652_at	8.863574	8.324582	8.332908	9.083893	8.934077	8.35854
ENSG00000006607	FARP2	242857_at	7.2581234	7.079034	6.8850503	7.298396	7.2875834	6.9375567
ENSG00000006611	USH1C	205137_x_at	5.869364	4.9731946	4.6554637	6.35012	5.934294	5.057266
ENSG00000006611	USH1C	211184_s_at	5.652306	4.4961677	4.5328383	5.9562936	5.532786	4.2089953
ENSG00000006625	GGCT	215380_s_at	11.309451	11.170704	11.297453	11.446389	11.286218	11.242328
ENSG00000006634	DBF4	204244_s_at	7.5605054	8.77669	9.105848	7.643418	7.5622306	8.946159
ENSG00000006638	TBXA2R	207554_x_at	4.742671	4.6398497	4.610398	4.8100266	4.8684826	4.597652
ENSG00000006638	TBXA2R	207555_s_at	5.8582582	6.270072	5.985657	6.063304	6.2968807	6.3152504
ENSG00000006638	TBXA2R	211590_x_at	5.0940676	5.1807556	5.4405937	5.2425747	5.5969005	5.356311
ENSG00000006638	TBXA2R	336_at	5.944028	5.049676	5.076635	5.884318	5.703821	4.9660077
ENSG00000006652	IFRD1	202146_at	10.191772	10.553306	10.639862	10.260127	10.018047	10.693819
ENSG00000006652	IFRD1	230048_at	6.788707	7.846581	8.186032	6.2239122	6.315959	7.962383
ENSG00000006659	LGALS14	220158_at	3.8277826	3.6822965	3.8901372	3.728227	3.7541254	3.687413
ENSG00000006695	COX10	203858_s_at	8.108792	8.702219	8.627274	8.385959	8.436923	8.59248
ENSG00000006704	GTF2IRD1	218412_s_at	9.850816	9.41442	9.19964	9.965834	10.070347	9.16257
ENSG00000006712	PAF1	202093_s_at	7.880511	7.967847	7.727934	7.901866	8.060945	7.876454
ENSG00000006715	VPS41	203106_s_at	5.65299	4.956342	5.1206365	5.6559873	5.3632255	4.8930097
ENSG00000006715	VPS41	210849_s_at	9.837983	8.99791	9.169349	9.925822	9.718146	9.140173
ENSG00000006715	VPS41	235625_at	5.849313	6.015434	6.0342174	5.8497324	5.5948067	6.243224
ENSG00000006740	ARHGAP44	205414_s_at	4.813088	4.6991587	4.7109885	4.82825	4.935281	4.51365
ENSG00000006740	ARHGAP44	215232_at	3.407205	3.6401453	3.6779902	3.762818	3.4811711	4.0947623
ENSG00000006744	ELAC2	201767_s_at	9.006297	9.219619	9.181568	9.073014	9.106647	9.155759
ENSG00000006747	SCIN	1552365_at	3.4159784	3.0646815	3.4279704	3.5310073	3.327987	3.0787058
ENSG00000006747	SCIN	1552367_a_at	4.003838	3.307811	3.4738748	4.0423737	3.5517	3.4954226
ENSG00000006747	SCIN	222272_x_at	4.4452868	4.3562183	4.4397855	4.539255	4.219617	4.4373655
ENSG00000006756	ARSD	206831_s_at	4.3166213	4.4721727	4.5554585	3.9069998	4.3155885	4.360158
ENSG00000006756	ARSD	207784_at	6.2010317	6.726186	6.4379587	6.2498384	6.564045	6.2425704
ENSG00000006756	ARSD	223695_s_at	4.8890066	5.022276	4.736339	4.9158525	4.899505	4.4973702
ENSG00000006756	ARSD	223696_at	3.6455584	3.2855947	3.7304747	3.9291441	3.680106	3.4186099
ENSG00000006756	ARSD	225280_x_at	5.351564	5.195729	5.0880537	5.094633	5.881522	5.3035927
ENSG00000006756	ARSD	225286_at	4.8776813	4.6403947	4.66982	4.716147	5.0426807	4.498435
ENSG00000006756	ARSD	230131_x_at	5.0569115	5.28084	4.8434763	5.095684	5.3464437	5.0367393
ENSG00000006757	PNPLA4	209739_s_at	7.5176277	7.5097055	7.4138646	7.441549	7.524347	7.5769863
ENSG00000006757	PNPLA4	209740_s_at	4.861433	4.4687047	5.1657844	5.0517826	4.8467245	4.699411
ENSG00000006788	MYH13	208208_at	3.8288767	4.206973	3.7362816	3.588859	4.0947623	4.054804
ENSG00000006831	ADIPOR2	201346_at	10.009785	10.175549	10.136017	9.88223	9.827322	10.009041
ENSG00000006837	CDKL3	241911_at	3.2484887	3.4454322	3.2437987	3.4180286	3.5815644	3.3036382
ENSG00000007001	UPP2	231376_at	3.375817	3.1503801	3.3819678	3.3176396	3.116023	3.252713
ENSG00000007001	UPP2	233155_at	3.6979887	3.902198	3.8443933	3.5834663	3.7088969	3.7096608
ENSG00000007038	PRSS21	220051_at	3.5226345	3.274834	3.5032673	3.2531412	3.5615559	3.3870294
ENSG00000007047	MARK4	221560_at	8.61647	8.787613	8.388792	8.633884	8.78146	8.437177
ENSG00000007047	MARK4	55065_at	9.310233	9.494753	9.167189	9.75878	9.694247	9.1315775
ENSG00000007062	PROM1	204304_s_at	12.603908	11.445245	11.539615	12.587033	12.48529	11.568727
ENSG00000007080	CCDC124	225454_at	7.6101847	8.066121	7.8526115	7.819639	7.8186584	7.881336
ENSG00000007129	CEACAM21	214907_at	4.2028365	4.480853	4.358614	4.033002	4.0350003	4.22373
ENSG00000007129	CEACAM21	216605_s_at	3.8908255	3.5963776	3.7725265	3.6664553	3.9538763	3.7799146
ENSG00000007168	PAFAH1B1	200813_s_at	8.981849	8.370311	8.153382	8.9568815	9.001346	8.12848
ENSG00000007168	PAFAH1B1	200815_s_at	8.907946	8.99481	8.929922	8.895034	9.028583	8.861226
ENSG00000007168	PAFAH1B1	200816_s_at	9.85695	9.135326	9.291825	9.951458	9.654892	9.22915
ENSG00000007168	PAFAH1B1	211547_s_at	7.2690773	6.657341	6.7883115	7.4115705	7.1889486	6.5936236
ENSG00000007171	NOS2	210037_s_at	5.544472	5.4728165	5.5611477	5.437962	5.3979926	5.457733
ENSG00000007174	DNAH9	207959_s_at	4.2817316	4.7655563	4.648524	4.503839	4.7589517	4.44916
ENSG00000007174	DNAH9	210345_s_at	4.277793	4.198589	4.626391	4.1371665	4.540933	4.2252097
ENSG00000007174	DNAH9	240857_at	3.2876523	3.2330425	3.1775734	3.120766	3.1654322	3.260742
ENSG00000007202	KIAA0100	201728_s_at	6.839278	5.9670815	5.961895	6.915816	6.098217	5.729919
ENSG00000007202	KIAA0100	201729_s_at	9.212483	9.165708	9.050009	9.208547	9.212435	8.745678
ENSG00000007216	SLC13A2	207567_at	5.1859093	5.2193813	5.1572986	5.374481	5.505689	5.2691374
ENSG00000007216	SLC13A2	239805_at	5.2337995	4.228813	4.376078	5.454268	5.1070657	4.2259088
ENSG00000007237	GAS7	202191_s_at	4.375547	4.4727197	4.8213587	4.673511	4.373947	4.6233516
ENSG00000007237	GAS7	202192_s_at	5.2077885	5.271093	5.2034526	5.273296	5.4176326	5.316365
ENSG00000007237	GAS7	207704_s_at	4.0306864	3.8393533	4.043436	3.9979005	4.1537232	4.1981726
ENSG00000007237	GAS7	210872_x_at	4.0141234	3.9593563	3.9984322	4.210699	4.5318756	3.8870575
ENSG00000007237	GAS7	211067_s_at	4.622844	4.2443194	3.9517748	4.35043	3.8768604	3.787712
ENSG00000007255	TRAPPC6A	204985_s_at	7.87072	7.5567646	7.6814604	8.0481415	8.330774	7.767281
ENSG00000007264	MATK	206267_s_at	5.606586	5.694342	5.554976	5.451209	5.882306	5.5654716
ENSG00000007306	CEACAM7	206198_s_at	2.9396422	2.8746884	3.0154688	2.700961	2.9042401	2.9661572
ENSG00000007306	CEACAM7	206199_at	3.2337108	3.227625	3.3715775	3.278592	3.4187975	3.314726
ENSG00000007306	CEACAM7	211848_s_at	4.3796787	4.106217	4.072253	4.2284427	4.2073727	4.283594
ENSG00000007312	CD79B	1555746_at	4.65684	4.963468	4.531152	4.601019	4.7541065	4.718345
ENSG00000007312	CD79B	1555748_x_at	4.9382668	5.2962804	4.8804493	4.8781204	4.96314	5.042412
ENSG00000007312	CD79B	205297_s_at	4.5651317	5.0256567	4.597805	4.558976	5.0676856	4.865478
ENSG00000007314	SCN4A	206981_at	5.0004325	4.942716	5.0306377	4.732389	4.9315577	4.905906
ENSG00000007341	ST7L	1552738_a_at	3.5818546	3.6737316	3.7054808	3.6818588	3.7319102	3.5957139
ENSG00000007341	ST7L	1552739_s_at	4.596416	5.4586883	4.9065394	5.266362	4.7546434	5.360839
ENSG00000007341	ST7L	219964_at	5.0670843	5.560932	5.6177073	5.33975	5.6919804	5.6391187
ENSG00000007341	ST7L	230079_at	5.6657248	5.9974227	6.26122	6.0507064	5.8124595	6.02111
ENSG00000007341	ST7L	233141_s_at	5.4472933	5.024624	5.3214526	5.3240004	5.41259	5.214273
ENSG00000007350	TKTL1	214183_s_at	3.372749	3.493484	3.817075	3.443783	3.749187	3.711714
ENSG00000007350	TKTL1	216370_s_at	4.2508736	4.2434187	4.230869	4.218148	4.575961	4.3374257
ENSG00000007372	PAX6	205646_s_at	6.670523	4.858303	5.43875	6.672501	6.6710997	5.120269
ENSG00000007372	PAX6	235795_at	3.79025	3.1831534	2.7247405	4.05322	3.6207464	3.261505
ENSG00000007376	RPUSD1	226078_at	6.203504	6.6963153	6.6136184	6.412568	6.514179	6.4828143
ENSG00000007384	RHBDF1	218686_s_at	7.9259577	7.4574156	7.720412	7.9482512	7.8010263	7.50675
ENSG00000007384	RHBDF1	222711_s_at	4.4976835	4.482797	4.4779058	4.3478985	4.5508313	4.3186665
ENSG00000007392	LUC7L	1557066_at	4.6849165	3.9905884	3.9132211	4.7187915	4.4834085	3.9486837
ENSG00000007392	LUC7L	1557067_s_at	7.865698	7.6394286	7.690932	8.038731	7.908749	7.7058516
ENSG00000007392	LUC7L	220143_x_at	8.3263235	8.03666	8.102559	8.349067	8.337091	7.96963
ENSG00000007392	LUC7L	223295_s_at	8.627754	8.336742	8.4307785	8.781369	8.581432	8.407521
ENSG00000007392	LUC7L	223546_x_at	8.205237	7.9276323	8.033884	8.326539	8.067591	7.730415
ENSG00000007402	CACNA2D2	204811_s_at	5.225013	5.505321	5.1738405	5.34624	5.4155016	5.435881
ENSG00000007402	CACNA2D2	242806_at	4.2009964	4.365663	4.144265	4.2501864	4.5773406	4.1556673
ENSG00000007516	BAIAP3	204874_x_at	6.3737745	6.267831	6.4607124	6.5013123	6.703298	6.3315816
ENSG00000007516	BAIAP3	216356_x_at	6.878193	6.752602	6.706866	7.0693316	7.087553	6.5614004
ENSG00000007520	TSR3	213104_at	6.5707307	7.378304	7.39058	6.9119864	6.70709	7.29234
ENSG00000007520	TSR3	213105_s_at	7.0278344	7.6596174	7.515086	7.3501863	7.2508874	7.516805
ENSG00000007541	PIGQ	1555359_at	5.604782	5.91001	5.8221545	5.617939	5.8128867	5.855176
ENSG00000007541	PIGQ	204144_s_at	5.955641	6.18806	5.908037	6.2142725	6.286411	6.1181564
ENSG00000007545	CRAMP1L	225172_at	7.462169	7.110316	7.2931786	7.4071693	7.3506274	7.3500977
ENSG00000007908	SELE	206211_at	2.9553182	3.1458051	3.3847125	3.1788979	3.2976787	3.298285
ENSG00000007923	DNAJC11	1555360_a_at	7.8621435	8.234377	8.053702	8.1652975	8.179602	8.100267
ENSG00000007923	DNAJC11	215792_s_at	7.935522	8.3749275	8.1062765	8.251414	8.169096	8.201188
ENSG00000007933	FMO3	206496_at	3.244702	3.4375587	3.370531	3.441033	3.5852387	3.5516753
ENSG00000007933	FMO3	40665_at	3.02248	2.9197893	2.8831542	3.2005012	3.223099	2.9257832
ENSG00000007944	MYLIP	220319_s_at	6.292572	6.3139224	6.1915793	6.048365	6.127589	6.30582
ENSG00000007944	MYLIP	223129_x_at	7.3891745	7.6796308	7.3179455	7.2200913	7.2628202	7.549862
ENSG00000007944	MYLIP	223130_s_at	5.719865	6.403115	6.6159205	6.153407	5.6585526	6.2154775
ENSG00000007944	MYLIP	228098_s_at	6.6402335	6.8150334	6.9473314	6.3792944	6.133817	7.0704675
ENSG00000007952	NOX1	206418_at	3.0152862	2.9860466	3.268787	3.0046875	3.2115798	3.0923362
ENSG00000007952	NOX1	207217_s_at	3.942396	3.929798	3.7266965	3.865309	3.8773663	3.961543
ENSG00000007952	NOX1	207380_x_at	4.548625	4.4280457	4.3748035	4.343667	4.7534313	4.911563
ENSG00000007952	NOX1	210808_s_at	5.102075	5.4836087	5.7194233	5.139323	5.3781376	5.3617353
ENSG00000007968	E2F2	207042_at	4.3869004	4.0262523	3.980365	4.232991	4.2523355	4.165485
ENSG00000007968	E2F2	228361_at	7.2808733	6.5588107	6.4492354	7.215077	7.1759005	6.6417294
ENSG00000007968	E2F2	235582_at	4.420479	4.3569083	4.0999274	4.39068	4.509197	4.435569
ENSG00000008018	PSMB1	200876_s_at	11.997086	12.235577	12.170966	11.963256	11.923942	12.148852
ENSG00000008018	PSMB1	214288_s_at	12.347845	12.504482	12.520882	12.279334	12.407812	12.504291
ENSG00000008056	SYN1	1553264_a_at	5.4847226	5.5141215	5.3735065	5.5130696	5.844691	5.382042
ENSG00000008056	SYN1	221914_at	3.5375507	3.9302332	3.7518492	3.5430808	3.8493025	3.8170474
ENSG00000008083	JARID2	203297_s_at	9.004175	8.827609	9.243272	8.847003	8.841623	9.013175
ENSG00000008083	JARID2	203298_s_at	8.257755	8.563042	8.461117	8.045109	8.493075	8.573729
ENSG00000008083	JARID2	240674_at	4.061088	4.36253	4.1143737	3.956388	4.4286094	4.034838
ENSG00000008086	CDKL5	206575_at	4.7513423	4.558102	4.3992915	4.502722	4.482677	4.53346
ENSG00000008086	CDKL5	227004_at	4.8881974	4.096556	4.627591	4.816942	4.6193357	4.2763543
ENSG00000008086	CDKL5	231170_at	4.1413984	4.0149355	3.788385	4.0149355	4.4612975	3.9225981
ENSG00000008118	CAMK1G	215161_at	3.9943347	4.1198373	4.0444527	4.0064454	3.777169	4.146749
ENSG00000008118	CAMK1G	217128_s_at	3.5498133	3.4454322	3.6205466	3.7987096	3.4842942	3.6139681
ENSG00000008130	NADK	208917_x_at	7.3430758	7.2445164	6.999321	7.5238523	7.552927	6.5678205
ENSG00000008130	NADK	208918_s_at	9.198841	9.216066	9.280167	9.366015	8.999369	9.119009
ENSG00000008130	NADK	208919_s_at	9.706966	9.69412	9.688387	9.9180155	9.936618	9.620049
ENSG00000008130	NADK	213607_x_at	7.615284	7.525331	7.249543	7.725688	7.8295865	7.253514
ENSG00000008130	NADK	215159_s_at	6.763313	6.385698	6.095594	6.5603547	6.705152	5.8696427
ENSG00000008196	TFAP2B	1553394_a_at	3.6924043	3.8043225	3.7036276	3.59446	3.7676508	3.8360906
ENSG00000008196	TFAP2B	214451_at	4.0593524	4.310115	4.0117426	4.2730093	3.8362799	4.0224123
ENSG00000008197	TFAP2D	233987_at	4.494332	4.653805	4.3382163	4.3585143	4.5456705	4.303154
ENSG00000008226	DLEC1	206798_x_at	5.2601295	5.419792	5.471695	5.200942	5.485269	5.5846825
ENSG00000008226	DLEC1	207896_s_at	5.0788984	5.130197	5.0615587	4.7519565	5.0934896	4.906462
ENSG00000008226	DLEC1	215085_x_at	5.4677386	5.253875	5.5618916	5.336017	5.4214153	5.579251
ENSG00000008256	CYTH3	206523_at	6.105265	5.6258235	5.787785	6.357074	6.5778203	5.861278
ENSG00000008256	CYTH3	225147_at	9.427877	7.4643598	7.456719	9.349768	9.296713	7.4315286
ENSG00000008256	CYTH3	243752_s_at	5.440228	3.8081808	4.2149415	5.7595997	5.1523695	3.9874883
ENSG00000008277	ADAM22	1555024_at	3.109666	3.0605626	2.969063	2.9141464	2.9948764	2.9881976
ENSG00000008277	ADAM22	206615_s_at	3.721696	3.6317308	3.88729	3.7045622	3.4847105	3.6738408
ENSG00000008277	ADAM22	206616_s_at	3.8691578	3.4927619	3.7804933	4.0245566	4.1135216	3.8376462
ENSG00000008277	ADAM22	208226_x_at	5.1805177	4.551587	5.2943377	5.2370186	5.095524	5.076267
ENSG00000008277	ADAM22	208227_x_at	4.617387	4.7657533	5.0390472	4.8536906	5.041462	4.972321
ENSG00000008277	ADAM22	208237_x_at	4.5293145	4.4220023	4.703471	4.313442	4.8026853	4.5923815
ENSG00000008277	ADAM22	213411_at	5.479255	5.8148646	5.642852	5.769187	5.50059	5.705098
ENSG00000008277	ADAM22	244194_at	5.346352	5.262689	4.9561496	5.296817	5.5343547	5.304794
ENSG00000008282	SYPL1	201259_s_at	8.915917	8.746092	8.650179	8.850607	8.849699	8.494698
ENSG00000008282	SYPL1	201260_s_at	8.563035	8.580774	8.836623	8.762078	8.282672	8.842676
ENSG00000008283	CYB561	207986_x_at	7.00857	6.792573	6.87298	6.8177795	6.9939356	6.6631827
ENSG00000008283	CYB561	209163_at	8.013779	5.8889146	5.8112426	8.1333685	8.263287	5.709113
ENSG00000008283	CYB561	209164_s_at	7.5896397	5.2759256	5.8996077	8.161114	7.54452	5.6130013
ENSG00000008283	CYB561	210816_s_at	5.3313456	4.4515486	4.5818534	5.61441	5.3478203	4.8086076
ENSG00000008283	CYB561	217200_x_at	7.3392043	6.5695205	6.5299993	7.18784	7.3484716	6.7195935
ENSG00000008294	SPAG9	1554543_at	4.155103	4.1917634	4.2786202	4.069561	4.042851	4.082043
ENSG00000008294	SPAG9	206748_s_at	7.131673	7.1591	7.195525	7.2255692	7.0029826	6.9679146
ENSG00000008294	SPAG9	212468_at	5.5675807	4.9512134	4.761019	5.2600408	5.118883	4.7587247
ENSG00000008294	SPAG9	212470_at	8.79102	8.593786	8.8663025	9.036094	8.542303	8.73026
ENSG00000008294	SPAG9	225339_at	8.716055	8.235051	8.48586	8.473346	8.350129	8.395512
ENSG00000008300	CELSR3	205165_at	7.1629395	6.2061815	6.2142725	7.211844	7.4422083	6.2661557
ENSG00000008300	CELSR3	40020_at	7.5241356	6.296857	5.943928	7.724258	7.3470078	6.344778
ENSG00000008311	AASS	210852_s_at	6.964761	6.6940174	6.615858	7.027556	6.7719035	6.4657125
ENSG00000008311	AASS	214829_at	4.9946103	4.7571616	5.157411	5.0452967	4.594877	5.0757985
ENSG00000008323	PLEKHG6	220073_s_at	6.416602	6.4570355	6.5299125	6.562125	6.46344	6.218759
ENSG00000008324	SS18L2	218283_at	8.966204	9.217347	9.2467575	8.889339	9.095163	9.236759
ENSG00000008382	MPND	233651_s_at	6.96721	7.726182	7.508413	7.29169	7.30978	7.424204
ENSG00000008394	MGST1	1565162_s_at	10.141571	10.71242	10.764538	10.093096	10.011888	10.833599
ENSG00000008394	MGST1	224918_x_at	11.978034	12.640555	12.592949	11.951705	12.045616	12.652632
ENSG00000008394	MGST1	231736_x_at	12.007977	12.622212	12.57036	11.9005995	12.032416	12.556531
ENSG00000008405	CRY1	209674_at	8.083451	8.2276535	8.564455	8.25765	7.950982	8.519943
ENSG00000008438	PGLYRP1	207384_at	5.0788984	4.8719034	5.0773015	5.04353	5.162027	5.0410776
ENSG00000008441	NFIX	209807_s_at	4.897617	4.7655563	4.430751	4.9838433	4.885836	4.8048453
